Country,Region,Year,AvgCelsiusTemp,CO2,F-Gas,N2O
Uzbekistan,Asia,2011,15.81,125.04,1.0,13.33
Uzbekistan,Asia,2012,14.97,111.29,1.02,13.62
Uzbekistan,Asia,2013,16.27,113.13,1.05,14.27
Uzbekistan,Asia,2014,14.93,105.41,1.07,14.76
Uzbekistan,Asia,2015,16.29,101.53,1.09,15.11
Uzbekistan,Asia,2016,16.75,107.35,1.14,15.9
Uzbekistan,Asia,2017,15.96,111.38,1.2,16.08
Uzbekistan,Asia,2018,16.02,112.09,1.25,16.24
Uzbekistan,Asia,2019,16.67,,,
Venezuela,South/Central America & Carribean,1995,25.82,116.94,4.92,10.63
Venezuela,South/Central America & Carribean,1996,26.88,130.63,4.65,10.32
Venezuela,South/Central America & Carribean,1997,26.76,135.93,4.38,10.38
Venezuela,South/Central America & Carribean,1998,27.05,132.52,4.11,10.51
Venezuela,South/Central America & Carribean,1999,26.15,127.48,3.84,10.39
Venezuela,South/Central America & Carribean,2000,26.77,134.39,3.57,11.13
Venezuela,South/Central America & Carribean,2001,27.94,137.29,3.64,11.71
Venezuela,South/Central America & Carribean,2002,27.71,145.58,3.72,11.73
Venezuela,South/Central America & Carribean,2003,27.84,138.1,3.79,12.34
Venezuela,South/Central America & Carribean,2004,27.49,142.74,3.86,12.32
Venezuela,South/Central America & Carribean,2005,27.93,157.57,3.94,12.84
Venezuela,South/Central America & Carribean,2006,27.37,149.89,4.66,12.57
Venezuela,South/Central America & Carribean,2007,27.63,152.78,5.38,13.07
Venezuela,South/Central America & Carribean,2008,27.63,163.49,6.1,13.71
Venezuela,South/Central America & Carribean,2009,28.24,163.93,6.82,13.55
Venezuela,South/Central America & Carribean,2010,28.12,171.4,7.54,12.41
Venezuela,South/Central America & Carribean,2011,26.91,170.18,7.66,12.07
Venezuela,South/Central America & Carribean,2012,27.47,183.93,7.78,13.21
Venezuela,South/Central America & Carribean,2013,27.18,187.68,7.89,13.43
Venezuela,South/Central America & Carribean,2014,27.02,188.35,8.01,13.43
Venezuela,South/Central America & Carribean,2015,27.48,173.88,8.13,13.2
Venezuela,South/Central America & Carribean,2016,27.61,162.06,8.72,13.19
Venezuela,South/Central America & Carribean,2017,28.25,148.74,9.3,13.03
Venezuela,South/Central America & Carribean,2018,26.65,138.16,9.89,13.54
Venezuela,South/Central America & Carribean,2019,26.56,,,
Vietnam,Asia,1995,23.55,30.32,0.15,14.74
Vietnam,Asia,1996,23.51,34.17,0.25,16.08
Vietnam,Asia,1997,24.4,40.14,0.34,15.74
Vietnam,Asia,1998,25.06,44.87,0.44,17.59
Vietnam,Asia,1999,24.4,45.17,0.53,18.03
Vietnam,Asia,2000,23.54,50.31,0.63,18.87
Vietnam,Asia,2001,23.52,55.92,0.7,17.28
Vietnam,Asia,2002,23.94,66.28,0.78,18.17
Vietnam,Asia,2003,24.43,70.46,0.85,19.38
Vietnam,Asia,2004,23.13,84.46,0.93,20.16
Vietnam,Asia,2005,23.5,92.04,1.0,19.38
Vietnam,Asia,2006,24.36,95.76,1.19,19.15
Vietnam,Asia,2007,24.37,105.38,1.38,20.57
Vietnam,Asia,2008,23.46,117.62,1.57,17.95
Vietnam,Asia,2009,24.64,131.72,1.76,23.17
Vietnam,Asia,2010,24.56,149.44,1.95,20.99
Vietnam,Asia,2011,23.1,149.02,2.34,19.81
Vietnam,Asia,2012,24.03,147.27,2.72,20.9
Vietnam,Asia,2013,24.06,153.63,3.11,23.51
Vietnam,Asia,2014,24.2,168.56,3.5,22.09
Vietnam,Asia,2015,25.09,209.2,3.88,24.42
Vietnam,Asia,2016,24.82,223.87,4.87,23.59
Vietnam,Asia,2017,24.55,222.13,5.85,23.79
Vietnam,Asia,2018,24.63,257.86,6.84,24.08
Vietnam,Asia,2019,25.13,,,
Yugoslavia,Europe,1995,11.7,,,
Yugoslavia,Europe,1996,11.0,,,
Yugoslavia,Europe,1997,11.24,,,
Yugoslavia,Europe,1998,12.18,,,
Yugoslavia,Europe,1999,12.13,,,
Yugoslavia,Europe,2000,13.67,,,
Yugoslavia,Europe,2001,12.16,,,
Yugoslavia,Europe,2002,12.92,,,
Yugoslavia,Europe,2003,12.01,,,
Yugoslavia,Europe,2004,11.91,,,
Yugoslavia,Europe,2005,11.14,,,
Yugoslavia,Europe,2006,11.85,,,
Yugoslavia,Europe,2007,13.05,,,
Yugoslavia,Europe,2008,13.34,,,
Yugoslavia,Europe,2009,13.06,,,
Yugoslavia,Europe,2010,12.42,,,
Yugoslavia,Europe,2011,12.36,,,
Yugoslavia,Europe,2012,13.18,,,
Yugoslavia,Europe,2013,13.01,,,
Yugoslavia,Europe,2014,13.38,,,
Yugoslavia,Europe,2015,13.39,,,
Yugoslavia,Europe,2016,12.79,,,
Yugoslavia,Europe,2017,13.08,,,
Yugoslavia,Europe,2018,13.8,,,
Yugoslavia,Europe,2019,13.88,,,
Zambia,Africa,1995,22.73,2.13,0.04,23.42
Zambia,Africa,1996,22.33,1.76,0.05,20.46
Zambia,Africa,1997,22.71,2.28,0.06,18.29
Zambia,Africa,1998,23.64,2.17,0.08,16.95
Zambia,Africa,1999,22.11,1.76,0.09,14.0
Zambia,Africa,2000,22.66,1.81,0.1,11.43
Zambia,Africa,2001,22.62,1.83,0.11,11.64
Zambia,Africa,2002,21.69,1.92,0.12,12.86
Zambia,Africa,2003,20.65,2.09,0.13,14.0
Zambia,Africa,2004,20.64,2.11,0.15,14.04
Zambia,Africa,2005,21.44,2.29,0.16,14.48
Zambia,Africa,2006,19.95,2.18,0.18,13.17
Zambia,Africa,2007,19.93,1.98,0.19,13.59
Zambia,Africa,2008,19.57,2.18,0.21,13.68
Zambia,Africa,2009,19.13,2.47,0.23,12.81
Zambia,Africa,2010,19.04,2.64,0.25,13.97
Zambia,Africa,2011,20.77,3.06,0.29,13.81
Zambia,Africa,2012,20.97,4.02,0.33,14.88
Zambia,Africa,2013,21.07,4.24,0.37,15.19
Zambia,Africa,2014,22.52,4.8,0.41,14.93
